[0.4, 0.5823183059692383, 24.87247657775879, 0.5, 319.15, 284.97906494140625]
[0.4, 0.5048177242279053, 8.944698333740234, 0.5, 319.15, 274.57476806640625]
[0.4, 0.40000000000061803, 99.99756455421448, 0.5, 319.15, 313.150272452944]
[0.4, 0.4000000000399783, 99.99380946159363, 0.5, 319.15, 313.15068348635975]
[0.4, 0.4000000000368303, 99.99605178833008, 0.5, 319.15, 313.1505782908556]
[0.4, 0.4000000000352465, 99.9953544139862, 0.5, 319.15, 313.15062709441406]
[0.4, 0.4000000000304236, 99.9914276599884, 0.5, 319.15, 313.1508994352538]
[0.4, 0.40000000003247643, 99.99280095100403, 0.5, 319.15, 313.1508098653052]
[0.4, 0.40000000003363306, 99.99325156211853, 0.5, 319.15, 313.15077422322645]
[0.4, 0.4000000000345079, 99.99378800392151, 0.5, 319.15, 313.1507333072426]
[0.4, 0.40000000003546715, 99.99449610710144, 0.5, 319.15, 313.15067904380555]
[0.4, 0.4000000000311415, 99.99076247215271, 0.5, 319.15, 313.1509279210644]
[0.4, 0.40000000003307795, 99.99179244041443, 0.5, 319.15, 313.1508633820107]
[0.4, 0.40000000003478814, 99.99289751052856, 0.5, 319.15, 313.150790306658]
[0.4, 0.40000000003594743, 99.99372363090515, 0.5, 319.15, 313.15073110204537]
[0.4, 0.4000000000365348, 99.99413132667542, 0.5, 319.15, 313.1506974075222]
[0.4, 0.40000000003220454, 99.99044060707092, 0.5, 319.15, 313.15094262053606]
[0.4, 0.4000000000344331, 99.99161005020142, 0.5, 319.15, 313.15087151121986]
[0.4, 0.4000000000360256, 99.99255418777466, 0.5, 319.15, 313.1508100452396]
[0.4, 0.4000000000370674, 99.99327301979065, 0.5, 319.15, 313.15076006508605]
[0.4, 0.40000000003791547, 99.99390602111816, 0.5, 319.15, 313.15070864865845]
[0.4, 0.40000000003323977, 99.9900758266449, 0.5, 319.15, 313.150962663762]
[0.4, 0.4000000000355621, 99.99121308326721, 0.5, 319.15, 313.15089517634476]
[0.4, 0.4000000000373028, 99.99231815338135, 0.5, 319.15, 313.1508248913218]
[0.4, 0.4000000000383987, 99.993155002594, 0.5, 319.15, 313.1507674902008]
[0.4, 0.40000000003908204, 99.99364852905273, 0.5, 319.15, 313.15072644354075]
[0.4, 0.400000000034431, 99.98981833457947, 0.5, 319.15, 313.150977041127]
[0.4, 0.40000000003670966, 99.99111652374268, 0.5, 319.15, 313.15089985653174]
[0.4, 0.4000000000383015, 99.99206066131592, 0.5, 319.15, 313.1508392998279]
[0.4, 0.40000000003944164, 99.99290823936462, 0.5, 319.15, 313.15078278470025]
[0.4, 0.4000000000401756, 99.9934983253479, 0.5, 319.15, 313.15073586554206]
[0.4, 0.40000000003534025, 99.98953938484192, 0.5, 319.15, 313.1509908060019]
[0.4, 0.4000000000393876, 99.99188899993896, 0.5, 319.15, 313.1508492812776]
